('Aaron', 'Pauline', 'Mount Vernon', 'Oakdale', 1819133, Decimal('0.00'), Decimal('936.63'))
('Aaron', 'Ronald', 'Fairview', 'Mount Olive', 15434673, Decimal('4730.89'), Decimal('-14604.35'))
('Aaron', 'Rose', 'Mount Olive', 'Glendale', 3706752, Decimal('3562.82'), Decimal('-18002.40'))
('Aaron', 'Russell', 'Sulphur Springs', 'Valley View', 1161271, Decimal('1981.93'), Decimal('-15513.00'))
('Aaron', 'Stefanie', 'Glendale', 'Arlington', 23942727, Decimal('6586.01'), Decimal('-12075.96'))
('Aaron', 'Steven', 'Marion', 'Bridgeport', 2868472, Decimal('155.94'), Decimal('-5347.40'))
('Aaron', 'Thomas', 'Franklin', 'White Oak', 7113343, Decimal('1396.22'), Decimal('-6400.58'))
('Aaron', 'Troy', 'Mount Pleasant', 'Woodlawn', 23075883, Decimal('2885.98'), Decimal('-14832.87'))
('Aaron', 'Valerie', 'Five Forks', 'Kingston', 14570344, Decimal('835.89'), Decimal('-18245.66'))
('Abbott', 'Allen', 'Oak Grove', 'Brownsville', 12904619, Decimal('2006.53'), Decimal('837.66'))
('Abbott', 'Allen', 'Oak Grove', 'Mount Vernon', 6270342, Decimal('72.74'), Decimal('-7345.04'))
('Abbott', 'Amanda', 'Berea', 'Five Forks', 11206416, Decimal('10722.99'), Decimal('-14535.50'))
('Abbott', 'Andres', 'Whitney', 'Gilmore', 4523105, Decimal('1577.04'), Decimal('-9514.15'))
('Abbott', 'Ann', 'Marion', 'Forest Hills', 13166293, Decimal('2025.22'), Decimal('-6708.25'))
('Abbott', 'Ann', 'Marion', 'Stringtown', 10133447, Decimal('2145.21'), Decimal('475.36'))
('Abbott', 'Anna', 'Greenville', 'Bunker Hill', 2676826, Decimal('1752.71'), Decimal('-8052.11'))
('Abbott', 'Anne', 'Ashland', 'Antioch', 21334153, Decimal('3372.73'), Decimal('-6306.23'))
('Abbott', 'Antoinette', 'Bunker Hill', 'Spring Valley', 2621447, Decimal('4367.06'), Decimal('-14967.36'))
('Abbott', 'Aurea', 'Marion', 'Concord', 7875878, Decimal('33.54'), Decimal('-1767.83'))
('Abbott', 'Aurea', 'Marion', 'Crossroads', 17875216, Decimal('1405.17'), Decimal('-5766.18'))
('Abbott', 'Aurea', 'Marion', 'Mount Zion', 5615148, Decimal('258.27'), Decimal('-2123.16'))
('Abbott', 'Benjamin', 'Glenwood', 'Greenville', 9139461, Decimal('0.00'), Decimal('-4916.82'))
('Abbott', 'Brenda', 'Riverside', 'Hillcrest', 15246567, Decimal('2265.99'), Decimal('1865.07'))
('Abbott', 'Brittany', 'Silver Springs', 'Ashland', 22842860, Decimal('962.22'), Decimal('-9642.41'))
('Abbott', 'Bruce', 'Five Points', 'Greenfield', 2496087, Decimal('3425.96'), Decimal('-11276.96'))
('Abbott', 'Carmela', 'Pleasant Grove', 'Enterprise', 6907811, Decimal('3295.14'), Decimal('-9185.40'))
('Abbott', 'Casey', 'Midway', 'Wilson', 13042444, Decimal('1752.23'), Decimal('-2340.57'))
('Abbott', 'Catherine', 'Riverdale', 'Five Points', 20217587, Decimal('131.79'), Decimal('-5165.10'))
('Abbott', 'Christine', 'Greenwood', 'Liberty', 1885958, Decimal('920.34'), Decimal('-4075.99'))
('Abbott', 'Christopher', 'Georgetown', 'Hopewell', 14740947, Decimal('2076.75'), Decimal('-1170.98'))
('Abbott', 'Clifton', 'Oakland', 'Oak Hill', 12842878, Decimal('0.00'), Decimal('-15262.26'))
('Abbott', 'David', 'Franklin', 'Greenville', 10347091, Decimal('581.26'), Decimal('-16029.89'))
('Abbott', 'Denver', 'Providence', 'Cedar Grove', 7878214, Decimal('1805.86'), Decimal('-20415.76'))
('Abbott', 'Doris', 'Spring Hill', 'Woodlawn', 1108153, Decimal('181.18'), Decimal('-5590.24'))
('Abbott', 'Dorothy', 'Franklin', 'Woodville', 50152, Decimal('316.88'), Decimal('-16515.80'))
('Abbott', 'Dorothy', 'Valley View', 'Lakeview', 13226982, Decimal('137.13'), Decimal('-18185.23'))
('Abbott', 'Dwight', 'Woodland', 'Oak Hill', 9836610, Decimal('3611.57'), Decimal('-16718.36'))
('Abbott', 'Earnest', 'Shiloh', 'Franklin', 4244873, Decimal('2043.41'), Decimal('3847.11'))
('Abbott', 'Edwin', 'Georgetown', 'Woodville', 19131534, Decimal('1798.39'), Decimal('-16231.46'))
('Abbott', 'Elizabeth', 'Lakeside', 'Wilson', 16375685, Decimal('0.00'), Decimal('-2923.04'))
('Abbott', 'Elizabeth', 'Lebanon', 'Shady Grove', 9580312, Decimal('526.21'), Decimal('-13260.02'))
('Abbott', 'Evangeline', 'Westwood', 'Oak Ridge', 9736125, Decimal('7129.92'), Decimal('-5788.18'))
('Abbott', 'Florence', 'Florence', 'Greenville', 1096403, Decimal('1889.23'), Decimal('-10439.62'))
('Abbott', 'Freda', 'Pleasant Valley', 'Enterprise', 13439811, Decimal('546.09'), Decimal('740.32'))
('Abbott', 'Gloria', 'Mount Vernon', 'Greenwood', 20558806, Decimal('1165.98'), Decimal('-1756.00'))
('Abbott', 'Gregory', 'Walnut Grove', 'Clifton', 4384860, Decimal('464.58'), Decimal('-8919.90'))
('Abbott', 'Harry', 'Amherst', 'Hamilton', 14044289, Decimal('1405.02'), Decimal('-14803.01'))
('Abbott', 'Hattie', 'Providence', 'Pleasant Valley', 15765275, Decimal('1385.31'), Decimal('-1245.81'))
('Abbott', 'Helen', 'Spring Hill', 'Jackson', 23413242, Decimal('284.88'), Decimal('-11851.05'))
('Abbott', 'Henrietta', 'Farmington', 'Antioch', 10246794, Decimal('3156.09'), Decimal('-12004.78'))
('Abbott', 'Henry', 'Highland Park', 'Lakeside', 18907579, Decimal('0.00'), Decimal('-13530.78'))
('Abbott', 'Hipolito', 'Glenwood', 'Farmington', 11249004, Decimal('384.73'), Decimal('-16662.86'))
('Abbott', 'Inez', 'Harmony', 'Riverdale', 13020862, Decimal('2316.40'), Decimal('-4950.66'))
('Abbott', 'James', 'Farmington', 'Green Acres', 17516258, Decimal('2078.32'), Decimal('-4823.74'))
('Abbott', 'James', 'Lakeview', 'Red Bank', 19625700, Decimal('3001.75'), Decimal('-10912.34'))
('Abbott', 'Jennifer', 'Pleasant Valley', 'Liberty', 8999433, Decimal('1021.11'), Decimal('-3077.07'))
('Abbott', 'Jeremy', 'Glenwood', 'Payne', 14527839, Decimal('3011.31'), Decimal('-9438.09'))
('Abbott', 'Jermaine', 'Lebanon', 'Clinton', 15695367, Decimal('285.80'), Decimal('-14177.24'))
('Abbott', 'Jimmy', 'Summit', 'Clifton', 7732627, Decimal('0.00'), Decimal('-4184.27'))
('Abbott', 'Jorge', 'Highland', 'Green Acres', 17873362, Decimal('6889.44'), Decimal('-20793.25'))
('Abbott', 'Josefina', 'Marion', 'Cedar Grove', 20611320, Decimal('2047.61'), Decimal('-5342.68'))
('Abbott', 'Josefina', 'Marion', 'Hillcrest', 11330407, Decimal('468.20'), Decimal('-6785.73'))
('Abbott', 'Judy', 'Riverdale', 'Ashland', 22714514, Decimal('481.53'), Decimal('-14956.36'))
('Abbott', 'Judy', 'Riverdale', 'Plainview', 109146, Decimal('0.00'), Decimal('-2285.71'))
('Abbott', 'Julia', 'Salem', 'Mount Vernon', 21128548, Decimal('2331.63'), Decimal('-8042.30'))
('Abbott', 'June', 'Hillcrest', 'Enterprise', 16588491, Decimal('419.87'), Decimal('-10635.07'))
('Abbott', 'Ken', 'Deerfield', 'Antioch', 1676469, Decimal('53.78'), Decimal('-6114.87'))
('Abbott', 'Kristen', 'Five Forks', 'Woodlawn', 7869487, Decimal('0.00'), Decimal('-5348.54'))
('Abbott', 'Linda', 'Spring Valley', 'Newtown', 15381090, Decimal('880.52'), Decimal('-7416.60'))
('Abbott', 'Lorraine', 'Woodville', 'Sulphur Springs', 14587174, Decimal('8177.85'), Decimal('-8152.93'))
('Abbott', 'Louis', 'Jackson', 'West Liberty', 4958454, Decimal('681.35'), Decimal('-10304.29'))
('Abbott', 'Luis', 'Curtis', 'Mount Vernon', 7488542, Decimal('745.94'), Decimal('-9004.40'))
('Abbott', 'Mario', 'Marion', 'Pleasant Valley', 19833965, Decimal('2036.50'), Decimal('-23631.43'))
('Abbott', 'Mark', 'Walnut Grove', 'Hebron', 22218461, Decimal('8179.14'), Decimal('-5327.92'))
('Abbott', 'Matthew', 'Highland', 'Ashland', 14283904, Decimal('496.02'), Decimal('-4137.89'))
('Abbott', 'Melanie', 'Shady Grove', 'Harmony', 12768831, Decimal('2332.21'), Decimal('-13325.72'))
('Abbott', 'Michael', 'Georgetown', 'Jackson', 15452054, Decimal('1244.49'), Decimal('-3539.00'))
('Abbott', 'Michael', 'Midway', 'Bethel', 17361180, Decimal('5054.64'), Decimal('-17971.40'))
