('Acevedo', 'Nettie', 'Woodland', 'Pleasant Grove', 20185162, Decimal('8903.86'), Decimal('371.94'), Decimal('27335.23'))
('Acker', 'Ronald', 'Glendale', 'Friendship', 5175117, Decimal('22696.51'), Decimal('563.09'), Decimal('51944.44'))
('Ackerman', 'Christian', 'Concord', 'Riverdale', 7842639, Decimal('47179.49'), Decimal('2387.32'), Decimal('69437.03'))
('Ackerman', 'Phyllis', 'Oakdale', 'Lakeview', 20233749, Decimal('20039.66'), Decimal('1163.04'), Decimal('34821.27'))
('Ackerman', 'Robert', 'Weldon', 'Green Acres', 21258704, Decimal('22296.05'), Decimal('775.38'), Decimal('31545.05'))
('Acosta', 'Eric', 'Wildwood', 'Fowler', 2125317, Decimal('16350.58'), Decimal('574.79'), Decimal('31843.09'))
('Acosta', 'Patrick', 'Mount Vernon', 'Oakdale', 2478346, Decimal('20190.43'), Decimal('1254.08'), Decimal('32156.94'))
('Acosta', 'Candice', 'Woodville', 'Murray', 2654447, Decimal('31982.70'), Decimal('1365.88'), Decimal('83914.21'))
('Acosta', 'Susan', 'Mountain View', 'Bridgeport', 2669741, Decimal('17604.85'), Decimal('418.73'), Decimal('46887.85'))
('Acosta', 'Sophie', 'Bear Creek', 'Kingston', 6256096, Decimal('11135.74'), Decimal('521.62'), Decimal('25794.58'))
('Acosta', 'Robert', 'Bridgeport', 'Ashland', 6759427, Decimal('21251.44'), Decimal('1054.76'), Decimal('40341.72'))
('Acosta', 'Bryant', 'Woodlawn', 'Freeport', 15522973, Decimal('14238.90'), Decimal('575.87'), Decimal('33612.06'))
('Acuna', 'Sally', 'Plainview', 'Hillcrest', 2763058, Decimal('8929.52'), Decimal('143.64'), Decimal('20266.24'))
('Acuna', 'Jennifer', 'Spring Valley', 'Waterloo', 20864523, Decimal('16820.28'), Decimal('594.77'), Decimal('41978.21'))
('Adair', 'Linda', 'Hamilton', 'Shiloh', 21937863, Decimal('19444.68'), Decimal('742.75'), Decimal('44033.50'))
('Adam', 'Nicola', 'Wildwood', 'Lincoln', 3972874, Decimal('15645.24'), Decimal('867.47'), Decimal('36418.93'))
('Adame', 'Jeff', 'White Oak', 'Pine Grove', 3932188, Decimal('20264.86'), Decimal('580.13'), Decimal('38407.09'))
('Adams', 'Jeffery', 'Pleasant Grove', 'Oak Grove', 85398, Decimal('21671.15'), Decimal('1066.74'), Decimal('46699.94'))
('Adams', 'Catherine', 'Marion', 'Five Forks', 338760, Decimal('22216.99'), Decimal('886.74'), Decimal('51395.88'))
('Adams', 'Derek', 'Buena Vista', 'Lakewood', 496546, Decimal('18753.50'), Decimal('861.32'), Decimal('38044.37'))
('Adams', 'Juan', 'Mount Zion', 'Lakewood', 683727, Decimal('25270.13'), Decimal('718.69'), Decimal('56533.19'))
('Adams', 'Houston', 'Pine Grove', 'Five Points', 772339, Decimal('13528.38'), Decimal('575.75'), Decimal('36126.06'))
('Adams', 'Michael', 'Deerfield', 'Spring Valley', 1138536, Decimal('13970.01'), Decimal('518.37'), Decimal('34059.42'))
('Adams', 'Linda', 'Mountain View', 'Centerville', 2169828, Decimal('27542.54'), Decimal('1378.45'), Decimal('50651.16'))
('Adams', 'Ethel', 'Union', 'Red Hill', 2200922, Decimal('12106.27'), Decimal('384.91'), Decimal('28703.76'))
('Adams', 'Kristi', 'Forestville', 'Spring Hill', 3643754, Decimal('40787.36'), Decimal('1086.98'), Decimal('81886.85'))
('Adams', 'Keith', 'Mount Zion', 'Walnut Grove', 5151012, Decimal('23007.19'), Decimal('768.67'), Decimal('43076.58'))
('Adams', 'Aaron', 'Jamestown', 'Newtown', 6178464, Decimal('24989.29'), Decimal('1062.83'), Decimal('47268.97'))
('Adams', 'Evan', 'Mount Pleasant', 'Pleasant Grove', 6982004, Decimal('21013.70'), Decimal('972.91'), Decimal('72234.80'))
('Adams', 'Pedro', 'Brookwood', 'Macedonia', 7350542, Decimal('24421.45'), Decimal('845.73'), Decimal('34555.64'))
('Adams', 'Ashley', 'Freeman', 'Friendship', 8061749, Decimal('44515.53'), Decimal('2296.11'), Decimal('68397.40'))
('Adams', 'Ann', 'Jackson', 'Green Acres', 9499352, Decimal('18197.72'), Decimal('817.08'), Decimal('42269.40'))
('Adams', 'Joseph', 'Valley View', 'Wilson', 9638560, Decimal('17452.59'), Decimal('522.28'), Decimal('34335.20'))
('Adams', 'Thomas', 'Oak Ridge', 'Riverview', 9858052, Decimal('33859.42'), Decimal('1173.20'), Decimal('55447.90'))
('Adams', 'Eric', 'Riverview', 'Mount Pleasant', 10073374, Decimal('25787.72'), Decimal('931.68'), Decimal('54161.65'))
('Adams', 'John', 'Glendale', 'Newport', 10902566, Decimal('22491.02'), Decimal('883.87'), Decimal('33261.49'))
('Adams', 'Isabel', 'Providence', 'Georgetown', 11185930, Decimal('17042.96'), Decimal('940.20'), Decimal('31600.72'))
('Adams', 'Rosie', 'Providence', 'Woodlawn', 11247024, Decimal('20563.67'), Decimal('717.91'), Decimal('58792.39'))
('Adams', 'Angela', 'Highland', 'Waterloo', 11565950, Decimal('19279.68'), Decimal('491.28'), Decimal('42603.40'))
('Adams', 'John', 'Highland', 'Cedar Grove', 11620861, Decimal('21867.01'), Decimal('705.58'), Decimal('44741.33'))
('Adams', 'Coleman', 'Oak Hill', 'Springdale', 12193629, Decimal('18685.74'), Decimal('1069.50'), Decimal('50340.41'))
('Adams', 'Jim', 'Pleasant Grove', 'Walnut Grove', 12344692, Decimal('22334.98'), Decimal('818.98'), Decimal('53165.08'))
('Adams', 'Michelle', 'Springdale', 'Unionville', 14095533, Decimal('7887.45'), Decimal('298.47'), Decimal('14424.77'))
('Adams', 'Michael', 'Garrison', 'Shiloh', 14318394, Decimal('29452.81'), Decimal('951.13'), Decimal('49867.51'))
('Adams', 'Sophie', 'Oak Ridge', 'Price', 15128540, Decimal('28901.58'), Decimal('1467.60'), Decimal('47243.24'))
('Adams', 'Donald', 'Brentwood', 'Walnut Grove', 15388719, Decimal('13648.80'), Decimal('713.58'), Decimal('40204.39'))
('Adams', 'Robert', 'Brownsville', 'Sulphur Springs', 16201709, Decimal('23297.46'), Decimal('906.42'), Decimal('48760.48'))
('Adams', 'Lawrence', 'Woodville', 'Spring Hill', 16719302, Decimal('18221.90'), Decimal('707.00'), Decimal('28975.49'))
('Adams', 'Joanna', 'Edgewood', 'Summit', 16738355, Decimal('24399.35'), Decimal('721.24'), Decimal('36622.68'))
('Adams', 'Lawrence', 'Kingston', 'Newtown', 16815457, Decimal('11485.39'), Decimal('524.87'), Decimal('18372.76'))
('Adams', 'William', 'Maple Grove', 'Sunnyside', 17825310, Decimal('19846.12'), Decimal('1080.04'), Decimal('29223.15'))
('Adams', None, 'Four Points', 'Hillcrest', 17976195, Decimal('11741.18'), Decimal('453.88'), Decimal('37138.18'))
('Adams', 'Amy', 'Woodlawn', 'Lakeside', 19337836, Decimal('18074.72'), Decimal('685.65'), Decimal('41534.53'))
('Adams', 'Noah', 'Bridgeport', 'Mount Vernon', 19518098, Decimal('13137.01'), Decimal('275.47'), Decimal('39546.59'))
('Adams', 'William', 'Pleasant Grove', 'Wilson', 19917949, Decimal('12247.32'), Decimal('382.11'), Decimal('38126.55'))
('Adams', None, 'Blair', 'Valley View', 20312831, Decimal('37634.73'), Decimal('1758.05'), Decimal('65514.86'))
('Adams', 'Lawrence', 'Woodville', 'Little River', 20742979, Decimal('51831.27'), Decimal('2331.19'), Decimal('81453.75'))
('Adams', 'Berry', 'Riverside', 'Plainview', 20799400, Decimal('31313.77'), Decimal('1232.93'), Decimal('55552.71'))
('Adams', 'Lucille', 'Oak Ridge', 'Bridgeport', 21922027, Decimal('30757.44'), Decimal('769.09'), Decimal('66371.70'))
('Adams', 'Willie', 'Shady Grove', 'Greenville', 21970057, Decimal('22351.46'), Decimal('1521.90'), Decimal('40913.47'))
('Adams', 'Loretta', 'Georgetown', 'Mount Vernon', 22597315, Decimal('17387.37'), Decimal('585.89'), Decimal('55717.74'))
('Adams', 'Daniel', 'Sunnyside', 'Murray', 22614325, Decimal('23515.34'), Decimal('394.31'), Decimal('43313.34'))
('Adams', 'Dixie', 'Lakewood', 'Union', 23656825, Decimal('30358.27'), Decimal('552.35'), Decimal('52363.49'))
('Addison', 'John', 'Mountain View', 'Spring Valley', 2914552, Decimal('22357.62'), Decimal('498.24'), Decimal('43393.89'))
('Addison', 'Rachel', 'Oak Grove', 'Five Forks', 8868626, Decimal('14401.29'), Decimal('1351.96'), Decimal('39291.49'))
('Addison', 'Dorothy', 'Ashland', 'Riverview', 17242889, Decimal('25209.45'), Decimal('1078.63'), Decimal('44455.40'))
('Addison', 'Velma', 'Lakewood', 'Valley View', 19765418, Decimal('26176.84'), Decimal('1061.48'), Decimal('49385.84'))
('Adkins', 'Patrick', 'Lakewood', 'Sunnyside', 1002681, Decimal('19162.05'), Decimal('989.13'), Decimal('38965.85'))
('Adkins', 'Betty', 'Spring Hill', 'Lakeside', 3542493, Decimal('33733.83'), Decimal('2104.19'), Decimal('64492.56'))
('Adkins', 'Heather', 'Proctor', 'Greenville', 4405047, Decimal('24690.56'), Decimal('792.63'), Decimal('47631.93'))
('Adkins', 'Jeremy', 'Sulphur Springs', 'Woodlawn', 11833309, Decimal('12195.81'), Decimal('722.36'), Decimal('20578.08'))
('Adkins', 'Robert', 'Shiloh', 'Wilson', 12183687, Decimal('14524.53'), Decimal('384.15'), Decimal('36139.17'))
('Adkins', 'Margaret', 'Bridgeport', 'Walnut Grove', 12879186, Decimal('21675.04'), Decimal('649.63'), Decimal('34044.56'))
('Adkins', 'Charles', 'Pleasant Valley', 'Maple Grove', 13734508, Decimal('6120.04'), Decimal('362.00'), Decimal('14385.50'))
('Adkins', 'Fred', 'Lakeview', 'Waterloo', 14611998, Decimal('15852.51'), Decimal('724.50'), Decimal('27912.84'))
('Adkins', 'Sarah', 'Glenwood', 'Marion', 15193537, Decimal('11671.49'), Decimal('675.82'), Decimal('21074.09'))
('Adkins', 'Lonnie', 'Sulphur Springs', 'Lakeside', 16477673, Decimal('23817.54'), Decimal('915.11'), Decimal('43336.03'))
('Adkins', 'Andrew', 'Lakeview', 'Forest', 17176452, Decimal('21249.59'), Decimal('478.59'), Decimal('44013.59'))
